CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
261242314,73,BROOKLYN,11/28/2022,11:40:00,11/28/2022,11:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN NORTH,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,01/02/2023,(null),(null),(null),(null),,25-44,BLACK,M,1006119,181462,40.664723,-73.921169,"(40.664723, -73.921169)",POINT (-73.921169 40.664723),17614,55,2,17,46
261812154,40,BRONX,11/28/2022,18:30:00,11/29/2022,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,434,"LARCENY,GRAND BY OPEN BANK ACCT",OTHER,01/12/2023,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1006807,235200,40.812219,-73.918511,"(40.812219, -73.918511)",POINT (-73.918511 40.812219),10932,49,5,35,23
263092416,44,BRONX,11/28/2022,21:00:00,11/28/2022,21:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,339,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE - APT. HOUSE,02/01/2023,(null),25-44,UNKNOWN,U,,25-44,BLACK,M,1006717,244842,40.838682,-73.918804,"(40.838682, -73.918804)",POINT (-73.918804 40.838682),10930,50,5,42,27
264143925,50,BRONX,11/28/2022,12:00:00,12/16/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/23/2023,(null),(null),(null),(null),,45-64,WHITE,M,1008677,263014,40.888553,-73.911653,"(40.888553, -73.911653)",POINT (-73.911653 40.888553),11272,48,5,40,33
261737276,46,BRONX,11/28/2022,13:47:00,,(null),COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,01/11/2023,174-175 STREETS,25-44,BLACK,M,11,UNKNOWN,UNKNOWN,E,1009301,247650,40.84638155,-73.90945594,"(40.84638155, -73.90945594)",POINT (-73.90945594 40.84638155),10931,6,5,22,29
263006882,83,BROOKLYN,11/28/2022,00:01:00,11/28/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,02/04/2023,(null),25-44,WHITE,M,,25-44,WHITE,F,1010160,191023,40.690955,-73.906569,"(40.690955, -73.906569)",POINT (-73.906569 40.690955),17214,42,2,37,53
262305135,108,QUEENS,11/28/2022,02:00:00,11/28/2022,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",OTHER,01/22/2023,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1010891,212186,40.749038,-73.903848,"(40.749038, -73.903848)",POINT (-73.903848 40.749038),14787,53,3,33,66
264300145,73,BROOKLYN,11/28/2022,22:00:00,02/22/2023,00:00:00,COMPLETED,(null),379,2,N.Y. HOUSING POLICE,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,02/27/2023,(null),(null),(null),(null),,25-44,BLACK HISPANIC,F,1010869,183398,40.670022,-73.904042,"(40.670022, -73.904042)",POINT (-73.904042 40.670022),17614,55,2,25,46
261487634,50,BRONX,11/28/2022,09:00:00,11/28/2022,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/06/2023,(null),(null),(null),(null),,25-44,WHITE HISPANIC,F,1011243,256819,40.871544,-73.902398,"(40.871544, -73.902398)",POINT (-73.902398 40.871544),11606,48,5,29,33
265839831,41,BRONX,11/28/2022,14:51:00,11/28/2022,14:55:00,COMPLETED,(null),,72,DEPT OF CORRECTIONS,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO BRONX,106,ASSAULT POLICE/PEACE OFFICER,(null),03/29/2023,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,M,1017933,232222,40.804008,-73.878333,"(40.804008, -73.878333)",POINT (-73.878333 40.804008),12343,8,5,43,24
265343010,115,QUEENS,11/28/2022,15:30:00,12/03/2022,15:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,03/19/2023,(null),(null),(null),(null),,45-64,WHITE HISPANIC,F,1016615,212102,40.74879,-73.88319,"(40.74879, -73.88319)",POINT (-73.88319 40.74879),14783,65,3,21,73
262777985,52,BRONX,11/28/2022,13:30:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,(null),PATROL BORO BRONX,211,"BURGLARY,COMMERCIAL,DAY",HOSPITAL,01/31/2023,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1017782,260028,40.880328,-73.878739,"(40.880328, -73.878739)",POINT (-73.878739 40.880328),11605,24,5,40,34
261560352,49,BRONX,11/28/2022,12:00:00,11/28/2022,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BRONX,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/06/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,M,1020395,254201,40.864324,-73.86932,"(40.864324, -73.86932)",POINT (-73.86932 40.864324),11605,59,5,22,32
264038442,115,QUEENS,11/28/2022,10:00:00,02/22/2023,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,347,PETIT LARCENY-CHECK FROM MAILB,MAILBOX OUTSIDE,02/22/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,1019931,215803,40.758934,-73.871201,"(40.758934, -73.871201)",POINT (-73.871201 40.758934),14511,65,3,21,73
262906543,110,QUEENS,11/28/2022,12:00:00,01/04/2023,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,(null),PATROL BORO QUEENS NORTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",MAILBOX OUTSIDE,01/19/2023,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,1021666,207083,40.734993,-73.864987,"(40.734993, -73.864987)",POINT (-73.864987 40.734993),14784,66,3,21,68
263677314,49,BRONX,11/28/2022,10:00:00,01/15/2023,09:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,02/15/2023,(null),(null),(null),(null),,45-64,WHITE HISPANIC,M,1022009,255056,40.866665,-73.863482,"(40.866665, -73.863482)",POINT (-73.863482 40.866665),11605,59,5,12,32
261656632,102,QUEENS,11/28/2022,08:00:00,01/06/2023,14:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,01/10/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,1024011,190573,40.689667,-73.856624,"(40.689667, -73.856624)",POINT (-73.856624 40.689667),24017,46,3,41,60
266545378,47,BRONX,11/28/2022,00:01:00,03/29/2023,00:01:00,COMPLETED,(null),897,2,N.Y. HOUSING POLICE,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",RESIDENCE - PUBLIC HOUSING,04/11/2023,(null),65+,UNKNOWN,F,,65+,UNKNOWN,M,1026866,261280,40.883725,-73.845881,"(40.883725, -73.845881)",POINT (-73.845881 40.883725),11275,29,5,2,30
262115642,100,QUEENS,11/28/2022,12:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO QUEENS SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,01/18/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,M,1029606,150254,40.578974,-73.83672,"(40.578974, -73.83672)",POINT (-73.83672 40.578974),20532,51,3,41,58
261665065,103,QUEENS,11/28/2022,00:00:00,11/28/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS SOUTH,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",COMMERCIAL BUILDING,01/10/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1038015,193576,40.697835,-73.806103,"(40.697835, -73.806103)",POINT (-73.806103 40.697835),24670,41,3,46,61
264970237,113,QUEENS,11/28/2022,14:00:00,02/16/2023,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,03/11/2023,(null),(null),(null),(null),,25-44,BLACK,M,1048402,182767,40.6681,-73.768746,"(40.6681, -73.768746)",POINT (-73.768746 40.6681),24669,41,3,47,71
262286033,111,QUEENS,11/28/2022,12:00:00,01/01/2023,12:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,(null),PATROL BORO QUEENS NORTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",RESIDENCE-HOUSE,01/21/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,1043201,214332,40.754773,-73.78722,"(40.754773, -73.78722)",POINT (-73.78722 40.754773),14193,26,3,20,69
261932334,111,QUEENS,11/28/2022,12:00:00,01/14/2023,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,01/14/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,M,1044525,211064,40.745794,-73.782471,"(40.745794, -73.782471)",POINT (-73.782471 40.745794),14507,26,3,3,69
262618534,113,QUEENS,11/28/2022,14:00:00,11/28/2022,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,01/27/2023,(null),(null),(null),(null),,45-64,BLACK,F,1046089,185885,40.676673,-73.777055,"(40.676673, -73.777055)",POINT (-73.777055 40.676673),24669,41,3,46,71
261620896,103,QUEENS,11/28/2022,14:00:00,11/29/2022,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS SOUTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",MAILBOX OUTSIDE,01/09/2023,(null),UNKNOWN,UNKNOWN,U,,65+,BLACK,F,1051785,198161,40.710326,-73.756399,"(40.710326, -73.756399)",POINT (-73.756399 40.710326),24332,41,3,6,61
263116823,105,QUEENS,11/28/2022,12:00:00,11/28/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO QUEENS SOUTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMMERCIAL BUILDING,02/06/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1058608,201141,40.718451,-73.731754,"(40.718451, -73.731754)",POINT (-73.731754 40.718451),24338,63,3,6,63
261754563,105,QUEENS,11/28/2022,12:00:00,12/03/2022,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,01/12/2023,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE HISPANIC,M,1055967,187768,40.681769,-73.741424,"(40.681769, -73.741424)",POINT (-73.741424 40.681769),15313,63,3,47,63
271285447,105,QUEENS,11/28/2022,00:00:00,12/12/2022,00:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS SOUTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",RESIDENCE-HOUSE,07/13/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,F,1061801,214195,40.754253,-73.720084,"(40.754253, -73.720084)",POINT (-73.720084 40.754253),16098,63,3,16,63
269622725,122,STATEN ISLAND,11/29/2022,18:00:00,11/29/2022,18:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO STATEN ISLAND,638,"HARASSMENT,SUBD 3,4,5",STREET,06/09/2023,(null),18-24,UNKNOWN,M,,18-24,WHITE,M,943101,135322,40.538008,-74.148042,"(40.538008, -74.148042)",POINT (-74.148042 40.538008),10695,15,1,9,76
263664470,72,BROOKLYN,11/29/2022,15:06:00,02/12/2023,10:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BKLYN SOUTH,198,CRIMINAL CONTEMPT 1,DRUG STORE,02/15/2023,(null),25-44,ASIAN / PACIFIC ISLANDER,M,,45-64,WHITE,F,978727,172236,40.639424,-74.0199,"(40.639424, -74.0199)",POINT (-74.0199 40.639424),18180,9,2,7,45
263170258,10,MANHATTAN,11/29/2022,11:00:00,01/24/2023,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMMERCIAL BUILDING,02/07/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,984227,213725,40.753303,-74.000079,"(40.753303, -74.000079)",POINT (-74.000079 40.753303),11722,12,4,10,6
275936009,62,BROOKLYN,11/29/2022,02:00:00,11/29/2022,03:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO BKLYN SOUTH,153,RAPE 3,RESIDENCE - APT. HOUSE,10/14/2023,(null),25-44,WHITE HISPANIC,M,,18-24,WHITE HISPANIC,F,983431,158677,40.6022161657077,-74.0029507988395,"(40.6022161657077, -74.0029507988395)",POINT (-74.0029507988395 40.6022161657077),17616,1,2,44,37
261340103,62,BROOKLYN,11/29/2022,14:13:00,11/29/2022,14:23:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN SOUTH,638,"HARASSMENT,SUBD 3,4,5",CHAIN STORE,01/03/2023,(null),UNKNOWN,WHITE HISPANIC,M,,25-44,ASIAN / PACIFIC ISLANDER,M,986546,164286,40.617605,-73.991727,"(40.617605, -73.991727)",POINT (-73.991727 40.617605),16867,1,2,7,37
265864821,72,BROOKLYN,11/29/2022,12:00:00,12/12/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,434,"LARCENY,GRAND BY OPEN BANK ACCT",RESIDENCE - APT. HOUSE,03/29/2023,(null),(null),(null),(null),,25-44,WHITE,M,986479,180733,40.662749,-73.991964,"(40.662749, -73.991964)",POINT (-73.991964 40.662749),17617,9,2,7,45
261611732,14,MANHATTAN,11/29/2022,09:00:00,01/06/2023,09:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMMERCIAL BUILDING,01/09/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,987740,213442,40.752526,-73.987401,"(40.752526, -73.987401)",POINT (-73.987401 40.752526),12080,11,4,10,8
269507595,84,BROOKLYN,11/29/2022,08:47:00,,(null),COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,06/08/2023,JAY STREET-BOROUGH HALL,25-44,BLACK,M,30,UNKNOWN,UNKNOWN,E,987772,191476,40.69223342,-73.98729955,"(40.69223342, -73.98729955)",POINT (-73.98729955 40.69223342),16865,68,2,38,54
261349834,78,BROOKLYN,11/29/2022,08:00:00,01/04/2023,10:08:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BKLYN SOUTH,461,UNAUTHORIZED USE VEHICLE 2,COMMERCIAL BUILDING,01/04/2023,(null),25-44,BLACK,F,,UNKNOWN,UNKNOWN,D,987867,184273,40.672464,-73.98696,"(40.672464, -73.98696)",POINT (-73.98696 40.672464),17617,14,2,27,50
268057135,13,MANHATTAN,11/29/2022,14:48:00,11/29/2022,14:53:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",OTHER,05/10/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,988753,205909,40.73185,-73.983751,"(40.73185, -73.983751)",POINT (-73.983751 40.73185),11724,71,4,50,7
269537074,9,MANHATTAN,11/29/2022,08:00:00,01/12/2023,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE - APT. HOUSE,06/08/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,990324,202686,40.723001,-73.978086,"(40.723001, -73.978086)",POINT (-73.978086 40.723001),11729,70,4,50,5
262188407,77,BROOKLYN,11/29/2022,17:33:00,11/29/2022,17:43:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,01/19/2023,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,993961,184556,40.673237,-73.964989,"(40.673237, -73.964989)",POINT (-73.964989 40.673237),13829,16,2,48,49
262998834,17,MANHATTAN,11/29/2022,12:49:00,11/29/2022,12:51:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,02/03/2023,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,992222,215460,40.758061,-73.971222,"(40.758061, -73.971222)",POINT (-73.971222 40.758061),12419,71,4,51,9
263990768,71,BROOKLYN,11/29/2022,00:00:00,12/28/2022,00:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,02/21/2023,(null),UNKNOWN,UNKNOWN,U,,65+,BLACK,F,997563,179745,40.660027,-73.952015,"(40.660027, -73.952015)",POINT (-73.952015 40.660027),13509,17,2,11,44
272104722,28,MANHATTAN,11/29/2022,00:00:00,07/20/2023,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,07/30/2023,(null),(null),(null),(null),,25-44,WHITE,M,996933,232942,40.806039,-73.954186,"(40.806039, -73.954186)",POINT (-73.954186 40.806039),12423,18,4,36,18
261679526,71,BROOKLYN,11/29/2022,07:30:00,01/01/2023,07:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,01/10/2023,(null),(null),(null),(null),,45-64,BLACK,M,997452,181126,40.663816,-73.952411,"(40.663816, -73.952411)",POINT (-73.952411 40.663816),13509,17,2,11,44
262319833,77,BROOKLYN,11/29/2022,17:00:00,01/09/2023,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BKLYN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,01/22/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,998085,184788,40.673868,-73.950124,"(40.673868, -73.950124)",POINT (-73.950124 40.673868),17618,16,2,49,49
263171364,30,MANHATTAN,11/29/2022,12:00:00,02/06/2023,13:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO MAN NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,02/06/2023,(null),(null),(null),(null),,65+,BLACK,M,998492,240398,40.826503,-73.948536,"(40.826503, -73.948536)",POINT (-73.948536 40.826503),12428,37,4,23,19
264132516,108,QUEENS,11/29/2022,12:00:00,01/16/2023,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,307,"LARCENY,PETIT BY DISHONEST EMP",COMMERCIAL BUILDING,02/22/2023,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,999167,212553,40.750074,-73.94616,"(40.750074, -73.94616)",POINT (-73.94616 40.750074),16858,53,3,33,66
269175409,30,MANHATTAN,11/29/2022,13:00:00,05/31/2023,16:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,06/01/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,999109,239415,40.823803,-73.946309,"(40.823803, -73.946309)",POINT (-73.946309 40.823803),12428,37,4,23,19
262177012,79,BROOKLYN,11/29/2022,12:00:00,11/29/2022,14:00:00,COMPLETED,(null),521,2,N.Y. HOUSING POLICE,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BKLYN NORTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - PUBLIC HOUSING,01/18/2023,(null),(null),(null),(null),,25-44,UNKNOWN,F,999851,193263,40.697126,-73.943737,"(40.697126, -73.943737)",POINT (-73.943737 40.697126),17213,69,2,49,51
262103983,23,MANHATTAN,11/29/2022,18:00:00,12/29/2022,18:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN NORTH,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,01/18/2023,(null),(null),(null),(null),,25-44,WHITE,F,1000776,227613,40.791406,-73.940318,"(40.791406, -73.940318)",POINT (-73.940318 40.791406),12426,7,4,35,14
266857578,77,BROOKLYN,11/29/2022,17:30:00,04/18/2023,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BKLYN NORTH,321,"LARCENY,PETIT FROM AUTO",COMMERCIAL BUILDING,04/18/2023,(null),(null),(null),(null),,45-64,WHITE,M,1001657,186219,40.67779,-73.937242,"(40.67779, -73.937242)",POINT (-73.937242 40.67779),17615,16,2,49,49
264257765,71,BROOKLYN,11/29/2022,03:45:00,11/29/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,321,"LARCENY,PETIT FROM AUTO",STREET,02/23/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,1001391,182431,40.667393,-73.93821,"(40.667393, -73.93821)",POINT (-73.93821 40.667393),17615,17,2,48,44
264778578,23,MANHATTAN,11/29/2022,06:10:00,03/08/2023,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,(null),PATROL BORO MAN NORTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",RESIDENCE-HOUSE,03/09/2023,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,1001041,227316,40.790592,-73.939361,"(40.790592, -73.939361)",POINT (-73.939361 40.790592),12426,7,4,35,14
261987358,32,MANHATTAN,11/29/2022,08:25:00,11/29/2022,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,01/15/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,F,1001506,238409,40.821038,-73.937652,"(40.821038, -73.937652)",POINT (-73.937652 40.821038),12427,18,4,36,20
