"","CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","JURISDICTION_CODE","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PATROL_BORO","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","New Georeferenced Column","Zip Codes","Community Districts","Borough Boundaries","City Council Districts","Police Precincts"
"2478","267659341",113,"QUEENS","10/05/2022",20:00:00,"05/03/2023","10:02:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO QUEENS SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","05/03/2023","45-64","BLACK","M","45-64","BLACK","F",1050444,189582,40.686791,-73.761321,"(40.686791, -73.761321)","POINT (-73.761321 40.686791)",15312,41,3,6,71
"2479","263089233",123,"STATEN ISLAND","10/06/2022",22:00:00,"10/06/2022","22:10:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","PATROL BORO STATEN ISLAND",175,"SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","02/06/2023","25-44","WHITE","M","25-44","ASIAN / PACIFIC ISLANDER","F",914803,125922,40.5120382535219,-74.2497549524458,"(40.5120382535219, -74.2497549524458)","POINT (-74.2497549524458 40.5120382535219)",10694,15,1,9,77
"2480","264797211",68,"BROOKLYN","10/06/2022",10:00:00,"03/09/2023","16:00:00","COMPLETED",0,"N.Y. POLICE DEPT",116,"FELONY","INSIDE","SEX CRIMES","PATROL BORO BKLYN SOUTH",168,"SODOMY 1","RESIDENCE-HOUSE","03/09/2023","(null)","(null)","(null)","<18","WHITE HISPANIC","F",977947,172030,40.6388651705916,-74.0227120876572,"(40.6388651705916, -74.0227120876572)","POINT (-74.0227120876572 40.6388651705916)",18180,10,2,7,41
"2481","272666423",18,"MANHATTAN","10/06/2022",10:00:00,"10/06/2022","10:10:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO MAN SOUTH",101,"ASSAULT 3","OPEN AREAS (OPEN LOTS)","08/10/2023","UNKNOWN","UNKNOWN","F","18-24","BLACK","F",986790,217424,40.763457,-73.990828,"(40.763457, -73.990828)","POINT (-73.990828 40.763457)",12081,12,4,10,10
"2482","275522873",5,"MANHATTAN","10/06/2022",13:00:00,"10/06/2023","13:05:00","COMPLETED",0,"N.Y. POLICE DEPT",106,"FELONY","(null)","FELONY ASSAULT","PATROL BORO MAN SOUTH",109,"ASSAULT 2,1,UNCLASSIFIED","STREET","10/06/2023","25-44","WHITE HISPANIC","U","65+","WHITE","M",986738,202922,40.7236503346932,-73.9910239631257,"(40.72365033469323, -73.99102396312567)","POINT (-73.99102396312567 40.72365033469323)",11723,70,4,50,5
"2483","266625910",18,"MANHATTAN","10/06/2022",12:00:00,"10/11/2022","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN SOUTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","COMMERCIAL BUILDING","04/11/2023","25-44","WHITE HISPANIC","M","45-64","BLACK","M",989127,219109,40.768081,-73.98239,"(40.768081, -73.98239)","POINT (-73.98239 40.768081)",12081,12,4,10,10
"2484","262170637",61,"BROOKLYN","10/06/2022",18:00:00,"01/19/2023","09:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","01/19/2023","(null)","(null)","(null)","65+","WHITE","M",996174,158705,40.602278,-73.957057,"(40.602278, -73.957057)","POINT (-73.957057 40.602278)",13512,32,2,15,36
"2485","261727692",71,"BROOKLYN","10/06/2022",12:00:00,"10/19/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",347,"PETIT LARCENY-CHECK FROM MAILB","MAILBOX OUTSIDE","01/10/2023","(null)","(null)","(null)","65+","BLACK","F",997551,182704,40.668148,-73.952053,"(40.668148, -73.952053)","POINT (-73.952053 40.668148)",13509,17,2,48,44
"2486","261684514",23,"MANHATTAN","10/06/2022",17:15:00,"10/06/2022","18:00:00","COMPLETED",2,"N.Y. HOUSING POLICE",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - PUBLIC HOUSING","01/10/2023","UNKNOWN","WHITE HISPANIC","M","25-44","WHITE","M",1001162,228309,40.793316,-73.938921,"(40.793316, -73.938921)","POINT (-73.938921 40.793316)",12426,7,4,35,14
"2487","268122447",73,"BROOKLYN","10/06/2022",07:00:00,"05/11/2023","09:00:00","COMPLETED",0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","(null)","FRAUDS","PATROL BORO BKLYN NORTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","STREET","05/11/2023","(null)","(null)","(null)","25-44","BLACK","M",1007215,181386,40.66450957,-73.91722188,"(40.66450957, -73.91722188)","POINT (-73.91722188 40.66450957)",17614,55,2,17,46
"2488","262780825",108,"QUEENS","10/06/2022",12:00:00,"10/06/2022","20:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO QUEENS NORTH",353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE","RESIDENCE - APT. HOUSE","01/31/2023","UNKNOWN","UNKNOWN","U","18-24","WHITE HISPANIC","M",1012519,210877,40.745442,-73.897977,"(40.745442, -73.897977)","POINT (-73.897977 40.745442)",14787,53,3,33,66
"2489","261671454",114,"QUEENS","10/06/2022",12:00:00,"10/06/2022","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","FRONT OF","THEFT-FRAUD","PATROL BORO QUEENS NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE-HOUSE","01/10/2023","(null)","(null)","(null)","65+","WHITE","M",1011770,220090,40.770731,-73.900643,"(40.770731, -73.900643)","POINT (-73.900643 40.770731)",16862,39,3,4,72
"2490","265142791",52,"BRONX","10/06/2022",12:00:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BRONX",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","03/13/2023","UNKNOWN","UNKNOWN","M","<18","WHITE HISPANIC","M",1017982,258311,40.875614,-73.878025,"(40.875614, -73.878025)","POINT (-73.878025 40.875614)",11605,24,5,40,34
"2491","277684197",48,"BRONX","10/06/2022",09:00:00,"11/13/2023","09:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BRONX",425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION","(null)","11/17/2023","(null)","(null)","(null)","45-64","BLACK HISPANIC","F",1017495,246631,40.843558,-73.879842,"(40.843558, -73.879842)","POINT (-73.879842 40.843558)",11269,35,5,22,31
"2492","275665011",106,"QUEENS","10/06/2022",00:00:00,"10/06/2023","00:33:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO QUEENS SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","10/06/2023","18-24","BLACK","M","18-24","ASIAN / PACIFIC ISLANDER","F",1035382,189986,40.687998,-73.815628,"(40.687998, -73.815628)","POINT (-73.815628 40.687998)",24015,62,3,46,64
"2493","265043770",107,"QUEENS","10/06/2022",09:00:00,"02/28/2023","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO QUEENS SOUTH",420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","03/13/2023","UNKNOWN","UNKNOWN","U","25-44","ASIAN / PACIFIC ISLANDER","F",1043462,199116,40.713006,-73.78641,"(40.713006, -73.78641)","POINT (-73.78641 40.713006)",24340,25,3,24,65
"2494","269027718",113,"QUEENS","10/06/2022",15:01:00,"10/06/2022","16:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO QUEENS SOUTH",353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE","RESIDENCE - APT. HOUSE","05/30/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","F",1047068,186421,40.678139,-73.773521,"(40.678139, -73.773521)","POINT (-73.773521 40.678139)",24669,41,3,46,71
"2495","261737343",121,"STATEN ISLAND","10/07/2022",23:59:00,"10/08/2022","01:40:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO STATEN ISLAND",662,"MATERIAL              OFFENSIV","RESIDENCE-HOUSE","01/11/2023","25-44","WHITE","M","25-44","WHITE HISPANIC","F",938396,163556,40.615482,-74.165158,"(40.615482, -74.165158)","POINT (-74.165158 40.615482)",10700,30,1,14,75
"2496","261634953",76,"BROOKLYN","10/07/2022",10:00:00,"10/07/2022","17:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE","RESIDENCE - APT. HOUSE","01/09/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","M",982688,185908,40.676952,-74.005628,"(40.676952, -74.005628)","POINT (-74.005628 40.676952)",13514,14,2,7,48
"2497","265529828",1,"MANHATTAN","10/07/2022",00:00:00,"03/21/2023","22:00:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO MAN SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","03/22/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",983619,203310,40.724716,-74.002276,"(40.724716, -74.002276)","POINT (-74.002276 40.724716)",12075,57,4,32,1
"2498","261791812",76,"BROOKLYN","10/07/2022",00:00:00,"12/03/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE-HOUSE","01/12/2023","(null)","(null)","(null)","65+","WHITE","M",985026,187749,40.682005,-73.9972,"(40.682005, -73.9972)","POINT (-73.9972 40.682005)",13514,14,2,27,48
"2499","262119120",66,"BROOKLYN","10/07/2022",12:00:00,"12/15/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","FOOD SUPERMARKET","01/18/2023","UNKNOWN","UNKNOWN","U","45-64","WHITE","M",988549,170786,40.635446,-73.984508,"(40.635446, -73.984508)","POINT (-73.984508 40.635446)",17621,2,2,18,39
"2500","266964867",66,"BROOKLYN","10/07/2022",11:00:00,"04/18/2023","(null)","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","04/14/2023","(null)","(null)","(null)","25-44","WHITE","M",989833,166612,40.623988,-73.979885,"(40.623988, -73.979885)","POINT (-73.979885 40.623988)",16867,2,2,18,39
"2501","275563060",9,"MANHATTAN","10/07/2022",00:17:00,"10/07/2023","00:20:00","COMPLETED",2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO MAN SOUTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - PUBLIC HOUSING","10/07/2023","25-44","BLACK","F","<18","BLACK","F",991303,202241,40.721781,-73.974555,"(40.721781, -73.974555)","POINT (-73.974555 40.721781)",11729,70,4,50,5
"2502","264151987",19,"(null)","10/07/2022",12:05:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","(null)","PETIT LARCENY","PATROL BORO MAN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE-HOUSE","02/17/2023","(null)","(null)","(null)","18-24","WHITE","F",996877,223861,40.781115,-73.954404,"(40.781115, -73.954404)","POINT (-73.954404 40.781115)",10099,23,4,51,11
"2503","262106930",67,"BROOKLYN","10/07/2022",00:01:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS","PATROL BORO BKLYN SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","01/18/2023","(null)","(null)","(null)","45-64","BLACK","M",998019,176000,40.649748,-73.950379,"(40.649748, -73.950379)","POINT (-73.950379 40.649748)",13510,61,2,11,40
"2504","269525616",30,"MANHATTAN","10/07/2022",00:00:00,"06/06/2023","15:00:00","COMPLETED",0,"N.Y. POLICE DEPT",124,"FELONY","INSIDE","KIDNAPPING & RELATED OFFENSES","PATROL BORO MAN NORTH",193,"CUSTODIAL INTERFERENCE 1","RESIDENCE - APT. HOUSE","06/06/2023","25-44","BLACK","M","25-44","BLACK","F",999653,238976,40.822599,-73.944344,"(40.822599, -73.944344)","POINT (-73.944344 40.822599)",12427,37,4,36,19
"2505","266652767",114,"QUEENS","10/07/2022",22:30:00,"10/07/2022","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT","PATROL BORO QUEENS NORTH",105,"STRANGULATION 1ST","RESIDENCE-HOUSE","04/13/2023","25-44","WHITE","M","25-44","WHITE","F",1006720,224149,40.781885,-73.918863,"(40.781885, -73.918863)","POINT (-73.918863 40.781885)",16862,39,3,4,72
"2506","265030124",46,"BRONX","10/07/2022",12:00:00,"02/28/2023","22:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BRONX",425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION","RESIDENCE - APT. HOUSE","03/13/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","F",1006825,250650,40.854625,-73.918393,"(40.854625, -73.918393)","POINT (-73.918393 40.854625)",10931,6,5,42,29
"2507","261347786",34,"MANHATTAN","10/07/2022",12:00:00,"12/20/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","RESIDENCE - APT. HOUSE","01/04/2023","(null)","(null)","(null)","25-44","BLACK","M",1007243,255731,40.868568,-73.916866,"(40.868568, -73.916866)","POINT (-73.916866 40.868568)",13092,47,4,39,22
"2508","266930158",49,"BRONX","10/07/2022",12:00:00,"04/19/2023","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BRONX",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","MAILBOX INSIDE","04/19/2023","(null)","(null)","(null)","45-64","WHITE HISPANIC","M",1022009,255056,40.866665,-73.863482,"(40.866665, -73.863482)","POINT (-73.863482 40.866665)",11605,59,5,12,32
"2509","261649558",109,"QUEENS","10/07/2022",08:30:00,"10/08/2022","08:30:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO QUEENS NORTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","01/10/2023","(null)","(null)","(null)","45-64","WHITE HISPANIC","M",1032979,218956,40.767528,-73.824081,"(40.767528, -73.824081)","POINT (-73.824081 40.767528)",13832,22,3,3,67
"2510","267723387",107,"QUEENS","10/07/2022",18:00:00,"10/14/2022","19:15:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO QUEENS SOUTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","BANK","05/02/2023","UNKNOWN","UNKNOWN","U","25-44","ASIAN / PACIFIC ISLANDER","F",1034275,202499,40.72235,-73.819525,"(40.72235, -73.819525)","POINT (-73.819525 40.72235)",14509,25,3,24,65
"2511","275594230",121,"STATEN ISLAND","10/08/2022",02:15:00,"10/08/2023","02:33:00","COMPLETED",0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","OPPOSITE OF","VEHICLE AND TRAFFIC LAWS","PATROL BORO STATEN ISLAND",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","10/08/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE HISPANIC","F",942827,166373,40.623238,-74.149217,"(40.623238, -74.149217)","POINT (-74.149217 40.623238)",10700,4,1,13,75
"2512","265482987",17,"MANHATTAN","10/08/2022",15:17:00,"03/21/2023","16:47:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","03/22/2023","UNKNOWN","AMERICAN INDIAN/ALASKAN NATIVE","M","25-44","WHITE","M",990488,210547,40.744578,-73.977485,"(40.744578, -73.977485)","POINT (-73.977485 40.744578)",12078,71,4,50,9
"2513","267585965",71,"BROOKLYN","10/08/2022",01:00:00,"10/08/2022","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","05/02/2023","(null)","(null)","(null)","45-64","WHITE","F",995267,183107,40.669258,-73.960283,"(40.669258, -73.960283)","POINT (-73.960283 40.669258)",13509,17,2,48,44
"2514","265977555",32,"MANHATTAN","10/08/2022",12:00:00,"01/26/2023","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","RESIDENCE - APT. HOUSE","03/31/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","F",1001280,240787,40.827565,-73.938464,"(40.827565, -73.938464)","POINT (-73.938464 40.827565)",13097,18,4,36,20
"2515","264453189",34,"MANHATTAN","10/08/2022",17:00:00,"12/15/2022","10:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","(null)","PETIT LARCENY","PATROL BORO MAN NORTH",347,"PETIT LARCENY-CHECK FROM MAILB","MAILBOX OUTSIDE","03/02/2023","UNKNOWN","UNKNOWN","U","65+","WHITE HISPANIC","M",1002024,249023,40.85016768,-73.9357542,"(40.85016768, -73.9357542)","POINT (-73.9357542 40.85016768)",13091,47,4,39,22
"2516","263133654",34,"MANHATTAN","10/08/2022",15:30:00,"11/01/2022","14:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",339,"LARCENY,PETIT FROM OPEN AREAS,","RESIDENCE - APT. HOUSE","02/06/2023","UNKNOWN","UNKNOWN","U","65+","BLACK HISPANIC","M",1004036,250882,40.855267,-73.928475,"(40.855267, -73.928475)","POINT (-73.928475 40.855267)",13098,47,4,39,22
"2517","268638132",34,"MANHATTAN","10/08/2022",03:00:00,"10/08/2022","03:10:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","STREET","05/21/2023","25-44","UNKNOWN","F","25-44","WHITE HISPANIC","F",1005600,253668,40.862912,-73.922814,"(40.862912, -73.922814)","POINT (-73.922814 40.862912)",13092,47,4,39,22
"2518","274642119",50,"BRONX","10/08/2022",10:00:00,"11/12/2022","10:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BRONX",347,"PETIT LARCENY-CHECK FROM MAILB","MAILBOX INSIDE","09/19/2023","(null)","(null)","(null)","65+","BLACK","F",1010271,258954,40.877405,-73.905904,"(40.877405, -73.905904)","POINT (-73.905904 40.877405)",11272,48,5,40,33
"2519","261914238",50,"BRONX","10/08/2022",04:00:00,"10/08/2022","05:00:00","COMPLETED",0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","PATROL BORO BRONX",223,"BURGLARY,RESIDENCE,NIGHT","RESIDENCE - APT. HOUSE","01/14/2023","25-44","BLACK HISPANIC","M","25-44","WHITE HISPANIC","F",1012746,261637,40.884763,-73.896941,"(40.884763, -73.896941)","POINT (-73.896941 40.884763)",11272,48,5,40,33
"2520","261858494",75,"BROOKLYN","10/08/2022",12:00:00,"10/31/2022","14:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN NORTH",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE - APT. HOUSE","01/13/2023","(null)","(null)","(null)","65+","BLACK","M",1014518,182527,40.667621,-73.89089,"(40.667621, -73.89089)","POINT (-73.89089 40.667621)",17214,45,2,25,47
"2521","269444284",111,"QUEENS","10/08/2022",12:00:00,"05/20/2023","15:00:00","COMPLETED",0,"N.Y. POLICE DEPT",353,"MISDEMEANOR","FRONT OF","UNAUTHORIZED USE OF A VEHICLE","PATROL BORO QUEENS NORTH",462,"UNAUTHORIZED USE VEHICLE 3","STREET","05/27/2023","25-44","BLACK HISPANIC","M","18-24","WHITE HISPANIC","M",1047660,216936,40.761889,-73.771101,"(40.761889, -73.771101)","POINT (-73.771101 40.761889)",14196,26,3,20,69
"2522","262115667",121,"STATEN ISLAND","10/09/2022",08:41:00,"10/09/2022","08:51:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","FRONT OF","RAPE","PATROL BORO STATEN ISLAND",155,"RAPE 2","RESIDENCE - APT. HOUSE","01/18/2023","18-24","BLACK","M","<18","WHITE HISPANIC","F",942822,166353,40.6231883776008,-74.1492376947323,"(40.6231883776008, -74.1492376947323)","POINT (-74.1492376947323 40.6231883776008)",10700,4,1,13,75
"2523","261688467",17,"MANHATTAN","10/09/2022",11:30:00,"01/03/2023","11:24:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/10/2023","UNKNOWN","BLACK HISPANIC","M","65+","WHITE","F",991380,212162,40.749011,-73.974265,"(40.749011, -73.974265)","POINT (-73.974265 40.749011)",12078,71,4,51,9
"2524","262679185",88,"BROOKLYN","10/09/2022",07:00:00,"01/17/2023","07:00:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO BKLYN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","01/28/2023","UNKNOWN","BLACK","F","18-24","BLACK","F",991864,188548,40.684195,-73.972545,"(40.684195, -73.972545)","POINT (-73.972545 40.684195)",13829,68,2,48,55
"2525","261816966",17,"MANHATTAN","10/09/2022",01:30:00,"10/09/2022","02:00:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","01/12/2023","25-44","WHITE","M","25-44","WHITE","F",991786,210613,40.744759,-73.972801,"(40.744759, -73.972801)","POINT (-73.972801 40.744759)",12078,71,4,51,9
"2526","267055016",61,"BROOKLYN","10/09/2022",09:00:00,"10/16/2022","17:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE-HOUSE","04/21/2023","(null)","(null)","(null)","45-64","WHITE","M",993911,159256,40.603792,-73.965205,"(40.603792, -73.965205)","POINT (-73.965205 40.603792)",18183,32,2,45,36
"2527","276582748",19,"MANHATTAN","10/09/2022",06:00:00,"12/16/2022","00:00:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","PATROL BORO MAN NORTH",157,"RAPE 1","RESIDENCE - APT. HOUSE","10/27/2023","45-64","WHITE","M","25-44","WHITE","F",994244,218713,40.7669956423899,-73.9639223035387,"(40.7669956423899, -73.9639223035387)","POINT (-73.9639223035387 40.7669956423899)",10090,23,4,51,11
"2528","264650542",61,"BROOKLYN","10/09/2022",00:01:00,"03/05/2023","20:00:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","03/06/2023","45-64","WHITE","M","45-64","WHITE","F",996098,154948,40.591966,-73.957339,"(40.591966, -73.957339)","POINT (-73.957339 40.591966)",13826,32,2,15,36
"2529","264588700",34,"MANHATTAN","10/09/2022",16:00:00,"10/10/2022","17:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO MAN NORTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","03/04/2023","(null)","(null)","(null)","45-64","WHITE HISPANIC","M",1004584,252301,40.859161,-73.926489,"(40.859161, -73.926489)","POINT (-73.926489 40.859161)",13091,47,4,39,22
"2530","266529600",67,"BROOKLYN","10/09/2022",11:30:00,"04/10/2023","11:34:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","04/11/2023","(null)","(null)","(null)","65+","BLACK","F",1004499,180655,40.662511,-73.927011,"(40.662511, -73.927011)","POINT (-73.927011 40.662511)",17614,61,2,17,40
"2531","274042399",50,"BRONX","10/09/2022",10:00:00,"09/06/2023","09:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","(null)","GRAND LARCENY","PATROL BORO BRONX",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","RESIDENCE - APT. HOUSE","09/07/2023","(null)","(null)","(null)","65+","WHITE","F",1008381,264286,40.892045,-73.912718,"(40.892045, -73.912718)","POINT (-73.912718 40.892045)",11609,48,5,40,33
